2.834185399115085602e-02,2.292337268590927124e-02,5.022766068577766418e-02,3.618582189083099365e-01,4.365473240613937378e-02,1.394961122423410416e-02,6.387314200401306152e-02,1.666485965251922607e-01,1.341740787029266357e-01,2.765135280787944794e-02,9.509678930044174194e-03,4.872750490903854370e-03,9.823622554540634155e-02,1.271791309118270874e-01,3.436515107750892639e-02,6.435673683881759644e-02,1.334347529336810112e-03,6.708493456244468689e-03,4.515445232391357422e-02,4.054120555520057678e-02,2.974366024136543274e-02,3.087907098233699799e-02,3.460293635725975037e-02,1.023332867771387100e-02
2.164456397294998169e-01,7.120951265096664429e-02,3.442249447107315063e-02,1.704269275069236755e-02,8.472123183310031891e-03,9.802905470132827759e-02,1.899807946756482124e-03,3.657078370451927185e-02,7.035251706838607788e-03,5.807236209511756897e-02,4.106236249208450317e-02,2.725797705352306366e-03,3.656661137938499451e-02,5.137020722031593323e-02,3.646638616919517517e-02,2.353365905582904816e-02,6.581585109233856201e-02,1.965223811566829681e-02,7.247324287891387939e-02,3.701460361480712891e-02,8.891279809176921844e-03,3.987657278776168823e-02,2.595681697130203247e-02,2.549821138381958008e-02
1.951795071363449097e-01,5.788890179246664047e-03,6.142308004200458527e-03,1.453476548194885254e-01,4.372679814696311951e-02,7.254898548126220703e-02,9.049632400274276733e-02,7.620269805192947388e-02,6.350877881050109863e-02,2.279082126915454865e-02,3.031005151569843292e-02,6.243940442800521851e-03,1.165112853050231934e-02,8.169497549533843994e-02,1.073458790779113770e-01,2.336824312806129456e-02,2.828595973551273346e-02,1.488769892603158951e-02,1.177665740251541138e-01,4.049187898635864258e-02,2.641043066978454590e-02,1.049281358718872070e-01,5.826831609010696411e-02,1.985641568899154663e-02
1.406759172677993774e-01,2.992360480129718781e-02,2.494879439473152161e-02,1.340660303831100464e-01,9.858968108892440796e-02,9.821667522192001343e-02,1.091127544641494751e-01,4.826532304286956787e-02,5.315338075160980225e-02,2.780080586671829224e-02,1.012451425194740295e-01,4.729588050395250320e-03,2.302061766386032104e-02,6.419734098017215729e-03,1.033271029591560364e-01,2.928391285240650177e-02,5.584364384412765503e-02,3.091219626367092133e-02,1.945125055499374866e-03,1.620184034109115601e-01,6.291117519140243530e-02,1.770405657589435577e-02,7.163166999816894531e-02,2.389723248779773712e-02
8.966895937919616699e-02,3.070087917149066925e-02,1.649128645658493042e-02,2.035008668899536133e-01,1.214463040232658386e-01,6.095461919903755188e-02,8.266715705394744873e-02,1.748251169919967651e-01,1.815946847200393677e-01,1.707606134004890919e-03,6.267183274030685425e-02,8.425205014646053314e-04,1.343921273946762085e-01,4.586069285869598389e-02,1.299424171447753906e-01,1.912245526909828186e-03,1.240002270787954330e-02,2.385606430470943451e-02,3.184617161750793457e-01,1.250717341899871826e-01,2.799577265977859497e-02,6.933822482824325562e-02,7.368215173482894897e-02,3.651693835854530334e-02
1.673338003456592560e-02,2.817829512059688568e-02,5.218218266963958740e-02,1.576155424118041992e-01,6.098874285817146301e-02,3.672390058636665344e-02,2.343088574707508087e-02,2.483515627682209015e-02,2.113404683768749237e-02,2.399756573140621185e-02,5.097203701734542847e-02,1.876667328178882599e-02,9.422989189624786377e-02,3.678342793136835098e-03,3.489927574992179871e-02,3.113786876201629639e-02,1.133485138416290283e-01,2.660930529236793518e-02,4.845349788665771484e-01,2.822376787662506104e-01,7.779442518949508667e-02,8.324434608221054077e-02,8.574210107326507568e-02,3.903980599716305733e-03
6.404446437954902649e-03,8.876819163560867310e-02,1.120554981753230095e-03,6.675583124160766602e-02,5.112227424979209900e-02,3.262800350785255432e-02,3.454469516873359680e-02,5.841782316565513611e-02,6.125161051750183105e-02,1.492604464292526245e-01,1.714181713759899139e-02,1.223627850413322449e-02,6.929106265306472778e-02,3.556074574589729309e-02,3.512924537062644958e-02,1.235723961144685745e-03,1.104065496474504471e-02,3.824415383860468864e-03,1.481247246265411377e-01,4.804353788495063782e-02,6.042149290442466736e-02,9.535821527242660522e-02,3.364044800400733948e-02,2.187023684382438660e-02
5.694990977644920349e-03,5.579379200935363770e-02,2.238810062408447266e-03,8.934077620506286621e-02,1.264947950839996338e-01,6.237306073307991028e-02,5.040986463427543640e-02,1.412931233644485474e-01,1.407064646482467651e-01,1.615194603800773621e-02,2.481374144554138184e-02,5.664102500304579735e-04,1.017417293041944504e-02,9.791903430595993996e-04,1.485046595335006714e-01,8.134036324918270111e-03,5.634042620658874512e-02,1.998100802302360535e-02,1.043301820755004883e-01,2.035278677940368652e-01,7.137758284807205200e-02,8.381239138543605804e-03,1.368929352611303329e-02,1.389128901064395905e-02
1.567511446774005890e-02,6.494610756635665894e-02,2.982118539512157440e-02,7.653009891510009766e-02,7.591481506824493408e-02,8.838322758674621582e-02,8.933758735656738281e-02,4.058938939124345779e-03,3.660466894507408142e-02,1.055646762251853943e-01,3.837802261114120483e-02,2.060368098318576813e-02,6.877569854259490967e-02,1.406544744968414307e-01,1.777889430522918701e-01,3.613740205764770508e-02,2.163889259099960327e-02,2.822207286953926086e-02,1.507479548454284668e-01,3.983917236328125000e-01,8.806130290031433105e-02,1.479260623455047607e-01,1.085006445646286011e-01,2.639471367001533508e-02
2.073426917195320129e-02,3.619917854666709900e-02,3.687043115496635437e-02,9.604395925998687744e-02,1.199576556682586670e-01,1.865339651703834534e-02,8.259815163910388947e-03,3.254862129688262939e-02,2.581861987709999084e-02,5.985399708151817322e-02,1.377902477979660034e-01,2.306784503161907196e-02,1.044047251343727112e-01,7.689861208200454712e-02,2.357070446014404297e-01,1.442197989672422409e-02,1.143587194383144379e-02,1.811852864921092987e-02,1.080314517021179199e-01,9.618038684129714966e-02,5.772658810019493103e-02,4.297816380858421326e-02,8.352294564247131348e-02,8.550652302801609039e-03
9.173044003546237946e-03,2.870993316173553467e-02,3.934496268630027771e-02,5.436991900205612183e-02,7.145903073251247406e-03,2.940833754837512970e-02,9.564667195081710815e-02,5.553836748003959656e-02,5.116109549999237061e-02,8.674220880493521690e-04,4.513202607631683350e-02,5.622387863695621490e-03,1.074708718806505203e-02,2.399267256259918213e-02,1.092394888401031494e-01,4.457510262727737427e-02,1.572912000119686127e-02,3.756881132721900940e-02,8.844447135925292969e-02,4.544708132743835449e-01,1.574062556028366089e-01,5.069914087653160095e-02,1.946178823709487915e-02,2.447648718953132629e-02
1.353820506483316422e-02,1.789136976003646851e-01,5.580898001790046692e-02,3.288861364126205444e-02,3.111286088824272156e-02,7.168260868638753891e-03,4.911370202898979187e-02,6.063018739223480225e-02,4.473371431231498718e-02,1.876048371195793152e-02,1.372828036546707153e-01,7.049791980534791946e-03,2.397044003009796143e-02,4.037441685795783997e-02,2.883391082286834717e-01,1.584281213581562042e-02,5.409295484423637390e-02,3.585913777351379395e-02,2.627042494714260101e-02,3.398333787918090820e-01,1.267987340688705444e-01,5.607572197914123535e-02,2.776109986007213593e-02,2.470995299518108368e-02
3.152693808078765869e-02,1.977811902761459351e-01,8.609759807586669922e-02,8.674444258213043213e-02,2.361505776643753052e-01,6.757105886936187744e-02,2.281919866800308228e-02,1.520556118339300156e-02,7.414907962083816528e-02,5.106414481997489929e-02,1.728412508964538574e-02,1.992074027657508850e-02,3.468841612339019775e-01,2.268314361572265625e-02,1.244144141674041748e-01,7.234279066324234009e-02,6.934572756290435791e-02,3.123701736330986023e-02,1.814000606536865234e-01,2.344908416271209717e-01,1.260548532009124756e-01,5.672541260719299316e-01,1.923776417970657349e-01,7.328321784734725952e-02
4.339113458991050720e-02,1.934183090925216675e-01,1.388699375092983246e-02,6.792872399091720581e-02,8.735223114490509033e-02,1.201614644378423691e-02,1.929824799299240112e-02,8.721094578504562378e-02,1.202412396669387817e-01,1.650242060422897339e-01,8.355580270290374756e-03,1.137860305607318878e-02,2.572675645351409912e-01,2.105025351047515869e-01,5.421302840113639832e-02,1.099186576902866364e-02,6.969969719648361206e-03,1.518542319536209106e-02,9.031636267900466919e-02,3.458554744720458984e-01,1.277351230382919312e-01,2.413401752710342407e-01,5.292209610342979431e-02,3.920101374387741089e-02
2.306906878948211670e-02,1.139650568366050720e-01,1.316662877798080444e-03,7.275781594216823578e-03,2.164604142308235168e-02,8.809588849544525146e-03,2.020948100835084915e-03,8.206579834222793579e-02,1.448943614959716797e-01,1.991679705679416656e-02,2.246587164700031281e-02,9.528924711048603058e-03,1.447210013866424561e-01,1.653932183980941772e-01,6.636044383049011230e-02,1.838945969939231873e-02,6.533806677907705307e-03,6.026524584740400314e-03,9.292560815811157227e-02,7.903729379177093506e-02,7.174689322710037231e-02,4.614520967006683350e-01,1.925202645361423492e-02,5.926887691020965576e-02
5.520122498273849487e-02,1.850816458463668823e-01,2.611420862376689911e-02,8.483007550239562988e-02,2.350011318922042847e-01,1.617333441972732544e-01,5.846345797181129456e-02,4.191643893718719482e-01,3.334284201264381409e-02,1.301565952599048615e-02,1.786359548568725586e-01,2.124297665432095528e-03,1.859525740146636963e-01,5.693600699305534363e-02,1.916634887456893921e-01,5.700954236090183258e-03,7.865511626005172729e-02,2.614177018404006958e-02,5.200876668095588684e-02,1.050627455115318298e-01,6.166993640363216400e-03,2.397628128528594971e-01,1.101340055465698242e-01,2.001454494893550873e-02
2.687653154134750366e-02,2.067901045083999634e-01,9.855091775534674525e-05,7.204201072454452515e-02,1.114458739757537842e-01,2.943356335163116455e-02,1.462440844625234604e-02,3.032962046563625336e-02,4.102510213851928711e-01,1.180513277649879456e-01,5.463259294629096985e-02,1.438439916819334030e-02,3.582887053489685059e-01,9.818992018699645996e-02,1.316879242658615112e-01,8.114662766456604004e-02,9.846169501543045044e-03,4.515415802597999573e-02,1.634612530469894409e-01,2.814466506242752075e-02,1.714049652218818665e-02,1.337348818778991699e-01,1.242270926013588905e-03,6.067230924963951111e-02
